"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GRC","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2002",14700,"E"
"GRC","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2003",14700,"E"
"GRC","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2004",15473,"E"
"GRC","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2005",15861,"E"
"GRC","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2006",16510,"E"
"GRC","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2007",17359,"E"
"GRC","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2008",16960,"E"
"GRC","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2009",16940,"E"
"GRC","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2010",20146,"E"
"GRC","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2011",20426,
"GRC","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2012",20416,
"GRC","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2013",19203,"P"
"GRC","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2014",19223,
"GRC","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2015",19763,
"GRC","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2016",24560,
"GRC","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2017",28418,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1970",19818,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1971",20322,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1972",20061,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1973",21318,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1974",23423,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1975",23538,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1976",23156,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1977",24181,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1978",24500,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1979",24661,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1980",24397,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1981",24340,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1982",23271,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1983",23078,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1984",22846,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1985",22307,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1986",22600,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1987",21731,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1988",21057,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1989",19820,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1990",16781,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1991",11920,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1992",10015,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1993",7460,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1994",7726,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1995",8337,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1996",7633,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1997",8064,"B"
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1998",8150,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1999",7734,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2000",8095,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2001",7731,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2002",7752,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2003",8109,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2004",8749,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2005",9090,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2006",10167,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2007",10137,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2008",9874,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2009",7673,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2010",8809,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",9118,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2012",9230,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2013",9722,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2014",10158,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2015",10009.615,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2016",10527.534,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2017",11053.062,
"HUN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2018",11336.58,
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1970",5820,
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1971",6589,
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1972",7075,
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1973",7353,
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1974",8152,
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1975",8731,
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1976",9441,
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1977",10439,
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1978",11463,
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1979",11773,
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1980",11404,
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1981",11772,
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1982",11940,
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1983",12151,
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1984",12405,
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1985",12716,
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1986",13457,
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1987",14640,
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1988",15529,
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1989",15722,
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1990",15159,
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1991",13974,
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1992",13620,
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1993",13380,
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1994",13010,
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1995",13040,
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1996",13102,
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1997",12912,
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1998",11744,
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1999",12014,
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2000",12146,
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2001",18503,"B"
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2002",17143,
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2003",18200,
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2004",20598,
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2005",25137,
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2006",30495,
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2007",35804,
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2008",35744,
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2009",35373,
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2010",33720,
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2011",34529,
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2012",33735,
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2013",35817,
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2014",37517,
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2015",38351.97,
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2016",40006.27,
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2017",39687.11,
"HUN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2018",37947.65,
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1970",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1971",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1972",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1973",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1974",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1975",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1976",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1977",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1978",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1979",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1980",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1981",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1982",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1983",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1984",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1985",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1986",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1987",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1988",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1989",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1990",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1991",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1992",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1993",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1994",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1995",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1996",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1997",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1998",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1999",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2000",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2001",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2002",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2003",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2004",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2005",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2006",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2007",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2008",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2009",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2010",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2012",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2013",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2014",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2015",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2016",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2017",,"M"
"ISL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2018",,"M"
"ISL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2001",642,"E"
"ISL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2002",660,"E"
"ISL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2003",679,"E"
"ISL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2004",699,"E"
"ISL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2005",741,"E"
"ISL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2006",786,"E"
"ISL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2007",825,"E"
"ISL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2008",805,"E"
"ISL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2009",813,"E"
"ISL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2010",806,"E"
"ISL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2011",777,"E"
"ISL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2012",786,"E"
"ISL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2013",808,"E"
"ISL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2014",850,"E"
"ISL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2015",907,"E"
"ISL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2016",1052,
"ISL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2017",1151,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1970",545,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1971",578,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1972",564,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1973",568,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1974",594,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1975",562,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1976",589,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1977",584,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1978",615,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1979",613,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1980",624,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1981",678,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1982",654,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1983",582,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1984",601,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1985",601,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1986",574,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1987",563,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1988",545,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1989",556,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1990",589,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1991",603,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1992",633,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1993",575,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1994",569,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1995",602,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1996",570,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1997",522,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1998",466,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1999",526,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2000",491,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2001",516,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2002",426,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2003",398,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2004",399,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2005",303,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2006",207,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2007",129,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2008",103,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2009",79,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2010",92,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",105,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2012",91,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2013",99,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2014",100,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2015",96,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2016",101,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2017",100,
"IRL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2018",73,
"IRL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1979",1398,
"IRL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1980",5011,"B"
"IRL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1981",4818,
"IRL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1982",4531,
"IRL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1983",4670,
"IRL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1984",4581,
"IRL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1985",4521,
"IRL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1986",5089,
"IRL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1987",4959,
"IRL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1988",5000,
"IRL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1989",5479,
"IRL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1990",5130,
"IRL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1991",5138,
"IRL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1992",5150,
"IRL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1993",5095,
"IRL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1994",5258,
"IRL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1995",5493,
"IRL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1996",6316,
"IRL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1997",6998,
"IRL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1998",8203,
"IRL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1999",10275,
"IRL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2000",12348,
"IRL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2001",12405,
"IRL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2002",14448,
"IRL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2003",15898,
"IRL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2004",17289,
"IRL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2005",18152,
"IRL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2006",17686,
"IRL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2007",19146,
"IRL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2008",17290,
"IRL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2009",12068,
"IRL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2010",10924,
"IRL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2011",9941,
"IRL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2012",9895,
"IRL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2013",9138,
"IRL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2014",9772,
"IRL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2015",9844,
"IRL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2016",11564,
"IRL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2017",11759,
"IRL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2018",11537,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1970",18069,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1971",17226,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1972",17120,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1973",17574,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1974",18146,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1975",14885,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1976",16376,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1977",17100,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1978",16639,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1979",17742,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1980",18384,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1981",17115,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1982",16904,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1983",16746,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1984",17870,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1985",17968,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1986",17410,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1987",18625,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1988",19663,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1989",20587,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1990",21170,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1991",21680,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1992",21349,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1993",19965,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1994",22517,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1995",24050,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1996",23314,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1997",25228,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1998",24704,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1999",23781,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2000",25839,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2001",24352,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2002",23060,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2003",22457,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2004",23271,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2005",22199,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2006",22907,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2007",23289,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2008",21981,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2009",17791,"B"
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2010",18616,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",19787,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2012",20244,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2013",19037,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2014",20157,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2015",20781,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2016",22712,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2017",22335,
"ITA","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2018",22070,"P"
"ITA","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1971",57500,
"ITA","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1972",59900,
"ITA","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1973",61900,
"ITA","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1974",62400,
"ITA","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1975",62800,
"ITA","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1976",66700,
"ITA","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1977",74400,
"ITA","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1978",88000,
"ITA","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1979",112700,
"ITA","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1980",119600,
"ITA","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1981",129136,
